input_text,input_tokens,generated_continuation_text,generated_continuation_tokens,true_continuation_text,true_continuation_tokens,matching_tokens,perfect_match
" I was going to remark myself.”

“Have you guessed the riddle yet?” the Hatter said, turning to Alice
again.

“No, I give it up,” Alice replied: “what’s the answer?”

“I haven’t the slightest idea,”","[358, 574, 2133, 311, 14162, 7182, 2950, 2118, 12389, 499, 43410, 279, 436, 3390, 3686, 12671, 279, 473, 1683, 1071, 11, 13353, 311, 30505, 198, 33871, 382, 61559, 11, 358, 3041, 433, 709, 2476, 30505, 20592, 25, 1054, 12840, 753, 279, 4320, 16616, 10378, 9167, 1431, 279, 60147, 4623, 2476]"," said the Hatter.

“Nor I,” said the March Hare.

Alice sighed wearily. “I think you might do something better with the time,” she said, “than waste it in asking riddles that have no answers.”

“If you","[1071, 279, 473, 1683, 382, 2118, 33763, 358, 2476, 1071, 279, 5587, 473, 548, 382, 62786, 53914, 584, 6751, 13, 1054, 40, 1781, 499, 2643, 656, 2555, 2731, 449, 279, 892, 2476, 1364, 1071, 11, 1054, 54895, 12571, 433, 304, 10371, 436, 78555, 430, 617, 912, 11503, 2950, 38684, 499]"," said the Hatter.

“Nor I,” said the March Hare.

Alice sighed wearily. “I think you might do something better with the
time,” she said, “than waste it in asking riddles that have no
answers.”

","[1071, 279, 473, 1683, 382, 2118, 33763, 358, 2476, 1071, 279, 5587, 473, 548, 382, 62786, 53914, 584, 6751, 13, 1054, 40, 1781, 499, 2643, 656, 2555, 2731, 449, 279, 198, 1712, 2476, 1364, 1071, 11, 1054, 54895, 12571, 433, 304, 10371, 436, 78555, 430, 617, 912, 198, 25739, 2950]",30,False
" said the Hatter.

“Nor I,” said the March Hare.

Alice sighed wearily. “I think you might do something better with the
time,” she said, “than waste it in asking riddles that have no
answers.”

","[1071, 279, 473, 1683, 382, 2118, 33763, 358, 2476, 1071, 279, 5587, 473, 548, 382, 62786, 53914, 584, 6751, 13, 1054, 40, 1781, 499, 2643, 656, 2555, 2731, 449, 279, 198, 1712, 2476, 1364, 1071, 11, 1054, 54895, 12571, 433, 304, 10371, 436, 78555, 430, 617, 912, 198, 25739, 2950]","“If you knew Time as well as I do,” said the Hatter, “you wouldn’t talk
about waste,”

“It’s very rude of you to say that!” Alice cried angrily. “I
mean, of course, you wouldn’t","[38684, 499, 7020, 4212, 439, 1664, 439, 358, 656, 2476, 1071, 279, 473, 1683, 11, 1054, 9514, 8434, 1431, 3137, 198, 9274, 12571, 2476, 271, 17818, 753, 1633, 47101, 315, 499, 311, 2019, 430, 18319, 30505, 39169, 87625, 13, 1054, 40, 198, 14622, 11, 315, 3388, 11, 499, 8434, 1431]","“If you knew Time as well as I do,” said the Hatter, “you wouldn’t talk
about wasting _it_. It’s _him_.”

“I don’t know what you mean,” said Alice.

“Of course you don’t!”","[38684, 499, 7020, 4212, 439, 1664, 439, 358, 656, 2476, 1071, 279, 473, 1683, 11, 1054, 9514, 8434, 1431, 3137, 198, 9274, 48897, 721, 275, 5056, 1102, 753, 721, 40617, 62, 2950, 10378, 1541, 1431, 1440, 1148, 499, 3152, 2476, 1071, 30505, 382, 2118, 2173, 3388, 499, 1541, 1431, 18319]",23,False
"“If you knew Time as well as I do,” said the Hatter, “you wouldn’t talk
about wasting _it_. It’s _him_.”

“I don’t know what you mean,” said Alice.

“Of course you don’t!”","[38684, 499, 7020, 4212, 439, 1664, 439, 358, 656, 2476, 1071, 279, 473, 1683, 11, 1054, 9514, 8434, 1431, 3137, 198, 9274, 48897, 721, 275, 5056, 1102, 753, 721, 40617, 62, 2950, 10378, 1541, 1431, 1440, 1148, 499, 3152, 2476, 1071, 30505, 382, 2118, 2173, 3388, 499, 1541, 1431, 18319]"," the Hatter said, tossing his head contemptuously.
“I dare say you never even spoke to Time!”

“Perhaps not,” Alice cautiously replied: “but I know I have to beat time
when I learn music.”

“_Then_ you should","[279, 473, 1683, 1071, 11, 85151, 813, 2010, 46454, 66735, 627, 10378, 33304, 2019, 499, 2646, 1524, 12570, 311, 4212, 25758, 2118, 32576, 539, 2476, 30505, 92485, 20592, 25, 1054, 8248, 358, 1440, 358, 617, 311, 9567, 892, 198, 9493, 358, 4048, 4731, 2950, 2118, 62, 12487, 62, 499, 1288]"," the Hatter said, tossing his head
contemptuously. “I dare say you never even spoke to Time!”

“Perhaps not,” Alice cautiously replied: “but I know I have to beat
time when I learn music.”

“Ah!","[279, 473, 1683, 1071, 11, 85151, 813, 2010, 198, 778, 21643, 66735, 13, 1054, 40, 33304, 2019, 499, 2646, 1524, 12570, 311, 4212, 25758, 2118, 32576, 539, 2476, 30505, 92485, 20592, 25, 1054, 8248, 358, 1440, 358, 617, 311, 9567, 198, 1712, 994, 358, 4048, 4731, 2950, 2118, 25797, 0]",8,False
" the Hatter said, tossing his head
contemptuously. “I dare say you never even spoke to Time!”

“Perhaps not,” Alice cautiously replied: “but I know I have to beat
time when I learn music.”

“Ah!","[279, 473, 1683, 1071, 11, 85151, 813, 2010, 198, 778, 21643, 66735, 13, 1054, 40, 33304, 2019, 499, 2646, 1524, 12570, 311, 4212, 25758, 2118, 32576, 539, 2476, 30505, 92485, 20592, 25, 1054, 8248, 358, 1440, 358, 617, 311, 9567, 198, 1712, 994, 358, 4048, 4731, 2950, 2118, 25797, 0]"," that accounts for it,” said the Hatter. “He won't stand beating.
Now, if you only kept on good terms with him, he'd do almost anything you
liked with the clock. For instance, suppose it were nine o'clock","[430, 9815, 369, 433, 2476, 1071, 279, 473, 1683, 13, 1054, 1548, 2834, 956, 2559, 27242, 627, 7184, 11, 422, 499, 1193, 8774, 389, 1695, 3878, 449, 1461, 11, 568, 4265, 656, 4661, 4205, 499, 198, 44336, 449, 279, 9042, 13, 1789, 2937, 11, 23289, 433, 1051, 11888, 297, 63510]"," that accounts for it,” said the Hatter. “He won’t stand beating.
Now, if you only kept on good terms with him, he’d do almost anything
you liked with the clock. For instance, suppose it were nine o’","[430, 9815, 369, 433, 2476, 1071, 279, 473, 1683, 13, 1054, 1548, 2834, 1431, 2559, 27242, 627, 7184, 11, 422, 499, 1193, 8774, 389, 1695, 3878, 449, 1461, 11, 568, 7070, 656, 4661, 4205, 198, 9514, 15262, 449, 279, 9042, 13, 1789, 2937, 11, 23289, 433, 1051, 11888, 297, 529]",44,False
" that accounts for it,” said the Hatter. “He won’t stand beating.
Now, if you only kept on good terms with him, he’d do almost anything
you liked with the clock. For instance, suppose it were nine o’","[430, 9815, 369, 433, 2476, 1071, 279, 473, 1683, 13, 1054, 1548, 2834, 1431, 2559, 27242, 627, 7184, 11, 422, 499, 1193, 8774, 389, 1695, 3878, 449, 1461, 11, 568, 7070, 656, 4661, 4205, 198, 9514, 15262, 449, 279, 9042, 13, 1789, 2937, 11, 23289, 433, 1051, 11888, 297, 529]","clock
in the morning, just time to begin lessons: you would only have to
whisper a hint to him, and—tick! tick! tick! off he’d go, and your
lesson would be a’ over!”
“","[21321, 198, 258, 279, 6693, 11, 1120, 892, 311, 3240, 18872, 25, 499, 1053, 1193, 617, 311, 198, 1336, 28470, 264, 13310, 311, 1461, 11, 323, 2345, 35255, 0, 9525, 0, 9525, 0, 1022, 568, 7070, 733, 11, 323, 701, 198, 28595, 1053, 387, 264, 529, 927, 18319, 198, 2118]","clock in
the morning, just time to begin lessons: you’d only have to whisper a
hint to Time, and round goes the clock in a twinkling! Half-past one,
time for dinner!”

(“I only wish it was","[21321, 304, 198, 1820, 6693, 11, 1120, 892, 311, 3240, 18872, 25, 499, 7070, 1193, 617, 311, 35955, 264, 198, 47225, 311, 4212, 11, 323, 4883, 5900, 279, 9042, 304, 264, 97500, 2785, 0, 26924, 2320, 561, 832, 345, 1712, 369, 14177, 25758, 7, 2118, 40, 1193, 6562, 433, 574]",13,False
"clock in
the morning, just time to begin lessons: you’d only have to whisper a
hint to Time, and round goes the clock in a twinkling! Half-past one,
time for dinner!”

(“I only wish it was","[21321, 304, 198, 1820, 6693, 11, 1120, 892, 311, 3240, 18872, 25, 499, 7070, 1193, 617, 311, 35955, 264, 198, 47225, 311, 4212, 11, 323, 4883, 5900, 279, 9042, 304, 264, 97500, 2785, 0, 26924, 2320, 561, 832, 345, 1712, 369, 14177, 25758, 7, 2118, 40, 1193, 6562, 433, 574]","!” thought Alice.)

“Half-past two—the trout have got their young ones out now, they’ll
be swimming about here in a minute! And now for the luncheon!”

But Alice had got into a narrow walk, and she could only","[18319, 3463, 30505, 9456, 2118, 43727, 2320, 561, 1403, 22416, 80827, 617, 2751, 872, 3995, 6305, 704, 1457, 11, 814, 4805, 198, 1395, 24269, 922, 1618, 304, 264, 9568, 0, 1628, 1457, 369, 279, 33073, 76269, 25758, 4071, 30505, 1047, 2751, 1139, 264, 15376, 4321, 11, 323, 1364, 1436, 1193]",",” the March Hare said to itself in a whisper.)

“That would be grand, certainly,” said Alice thoughtfully: “but then—I
shouldn’t be hungry for it, you know.”

“Not at first, perhaps,” said the H","[2476, 279, 5587, 473, 548, 1071, 311, 5196, 304, 264, 35955, 9456, 49977, 1053, 387, 6800, 11, 7995, 2476, 1071, 30505, 3463, 3725, 25, 1054, 8248, 1243, 51757, 198, 5562, 77, 1431, 387, 30056, 369, 433, 11, 499, 1440, 2950, 2118, 2688, 520, 1176, 11, 8530, 2476, 1071, 279, 473]",0,False
",” the March Hare said to itself in a whisper.)

“That would be grand, certainly,” said Alice thoughtfully: “but then—I
shouldn’t be hungry for it, you know.”

“Not at first, perhaps,” said the H","[2476, 279, 5587, 473, 548, 1071, 311, 5196, 304, 264, 35955, 9456, 49977, 1053, 387, 6800, 11, 7995, 2476, 1071, 30505, 3463, 3725, 25, 1054, 8248, 1243, 51757, 198, 5562, 77, 1431, 387, 30056, 369, 433, 11, 499, 1440, 2950, 2118, 2688, 520, 1176, 11, 8530, 2476, 1071, 279, 473]","atter: “but you could keep it a
good long time—and just _throw_ it away when it got old.” He tried to
take the fan away from her, and found it very difficult.

“As if I would keep it _after","[1683, 25, 1054, 8248, 499, 1436, 2567, 433, 264, 198, 19045, 1317, 892, 17223, 1120, 721, 7265, 62, 433, 3201, 994, 433, 2751, 2362, 2029, 1283, 6818, 311, 198, 23609, 279, 8571, 3201, 505, 1077, 11, 323, 1766, 433, 1633, 5107, 382, 61553, 422, 358, 1053, 2567, 433, 721, 10924]","atter: “but you could keep it to
half-past one as long as you liked.”

“Is that the way _you_ manage?” Alice asked.

The Hatter shook his head mournfully. “Not I!” he replied. “","[1683, 25, 1054, 8248, 499, 1436, 2567, 433, 311, 198, 38106, 2320, 561, 832, 439, 1317, 439, 499, 15262, 2950, 2118, 3957, 430, 279, 1648, 721, 9514, 62, 10299, 12671, 30505, 4691, 382, 791, 473, 1683, 36014, 813, 2010, 60234, 3725, 13, 1054, 2688, 358, 18319, 568, 20592, 13, 1054]",10,False
"atter: “but you could keep it to
half-past one as long as you liked.”

“Is that the way _you_ manage?” Alice asked.

The Hatter shook his head mournfully. “Not I!” he replied. “","[1683, 25, 1054, 8248, 499, 1436, 2567, 433, 311, 198, 38106, 2320, 561, 832, 439, 1317, 439, 499, 15262, 2950, 2118, 3957, 430, 279, 1648, 721, 9514, 62, 10299, 12671, 30505, 4691, 382, 791, 473, 1683, 36014, 813, 2010, 60234, 3725, 13, 1054, 2688, 358, 18319, 568, 20592, 13, 1054]","We quarrelled
last March--just before he went mad, you know--” (pointing with his
tea spoon at the March Hare,) “--it was at the great concert given by the
Queen of Hearts, and I","[1687, 37965, 3833, 839, 198, 4354, 5587, 313, 4345, 1603, 568, 4024, 13088, 11, 499, 1440, 313, 863, 320, 2837, 287, 449, 813, 198, 82694, 46605, 520, 279, 5587, 473, 548, 47121, 1054, 313, 275, 574, 520, 279, 2294, 21497, 2728, 555, 279, 198, 53106, 315, 53876, 11, 323, 358]","We
quarrelled last March—just before _he_ went mad, you know—” (pointing
with his tea spoon at the March Hare,) “—it was at the great concert
given by the Queen of Hearts","[1687, 198, 447, 277, 3833, 839, 1566, 5587, 2345, 4345, 1603, 721, 383, 62, 4024, 13088, 11, 499, 1440, 2345, 863, 320, 2837, 287, 198, 4291, 813, 15600, 46605, 520, 279, 5587, 473, 548, 47121, 1054, 2345, 275, 574, 520, 279, 2294, 21497, 198, 43068, 555, 279, 16657, 315, 53876]",2,False
"We
quarrelled last March—just before _he_ went mad, you know—” (pointing
with his tea spoon at the March Hare,) “—it was at the great concert
given by the Queen of Hearts","[1687, 198, 447, 277, 3833, 839, 1566, 5587, 2345, 4345, 1603, 721, 383, 62, 4024, 13088, 11, 499, 1440, 2345, 863, 320, 2837, 287, 198, 4291, 813, 15600, 46605, 520, 279, 5587, 473, 548, 47121, 1054, 2345, 275, 574, 520, 279, 2294, 21497, 198, 43068, 555, 279, 16657, 315, 53876]",", and I had to sing
‘Twinkle, twinkle, little bat,  . . . ’
‘You should have learnt “lessons” in those days, my dear!” the March
Hare interrupted, yawning","[11, 323, 358, 1047, 311, 7936, 198, 14336, 23662, 36244, 11, 4483, 36244, 11, 2697, 16120, 11, 220, 4194, 13, 4194, 13, 4194, 13, 18217, 198, 14336, 2675, 1288, 617, 50350, 1054, 73412, 863, 304, 1884, 2919, 11, 856, 25237, 18319, 279, 5587, 198, 39, 548, 37883, 11, 46772, 1251]",", and I had to sing

‘Twinkle, twinkle, little bat!
How I wonder what you’re at!’


You know the song, perhaps?”

“I’ve heard something like it,” said Alice.

“It goes on, you know,”","[11, 323, 358, 1047, 311, 7936, 271, 14336, 23662, 36244, 11, 4483, 36244, 11, 2697, 16120, 4999, 4438, 358, 5895, 1148, 499, 3207, 520, 72434, 1432, 2675, 1440, 279, 5609, 11, 8530, 16616, 10378, 4070, 6755, 2555, 1093, 433, 2476, 1071, 30505, 382, 17818, 5900, 389, 11, 499, 1440, 2476]",15,False
", and I had to sing

‘Twinkle, twinkle, little bat!
How I wonder what you’re at!’


You know the song, perhaps?”

“I’ve heard something like it,” said Alice.

“It goes on, you know,”","[11, 323, 358, 1047, 311, 7936, 271, 14336, 23662, 36244, 11, 4483, 36244, 11, 2697, 16120, 4999, 4438, 358, 5895, 1148, 499, 3207, 520, 72434, 1432, 2675, 1440, 279, 5609, 11, 8530, 16616, 10378, 4070, 6755, 2555, 1093, 433, 2476, 1071, 30505, 382, 17818, 5900, 389, 11, 499, 1440, 2476]"," the Duchess remarked, “in a regular
order, so that each creature is sure to have the proper number of
diagrams.”

“Would you like to see one of them?”

“I invite you with great pleasure,” said the Gryphon, and","[279, 96039, 61414, 11, 1054, 258, 264, 5912, 198, 1382, 11, 779, 430, 1855, 17661, 374, 2771, 311, 617, 279, 6300, 1396, 315, 198, 8747, 69872, 2950, 2118, 29089, 499, 1093, 311, 1518, 832, 315, 1124, 16616, 10378, 22114, 499, 449, 2294, 17069, 2476, 1071, 279, 99548, 52801, 11, 323]"," the Hatter continued, “in this way:—

‘Up above the world you fly,
Like a tea-tray in the sky.
                    Twinkle, twinkle—’”


Here the Dormouse shook itself, and began singing in its","[279, 473, 1683, 8738, 11, 1054, 258, 420, 1648, 25, 29472, 14336, 2378, 3485, 279, 1917, 499, 11722, 345, 13246, 264, 15600, 10398, 352, 304, 279, 13180, 627, 504, 12015, 36244, 11, 4483, 36244, 2345, 529, 863, 1432, 8586, 279, 98632, 1559, 36014, 5196, 11, 323, 6137, 26139, 304, 1202]",1,False
" the Hatter continued, “in this way:—

‘Up above the world you fly,
Like a tea-tray in the sky.
                    Twinkle, twinkle—’”


Here the Dormouse shook itself, and began singing in its","[279, 473, 1683, 8738, 11, 1054, 258, 420, 1648, 25, 29472, 14336, 2378, 3485, 279, 1917, 499, 11722, 345, 13246, 264, 15600, 10398, 352, 304, 279, 13180, 627, 504, 12015, 36244, 11, 4483, 36244, 2345, 529, 863, 1432, 8586, 279, 98632, 1559, 36014, 5196, 11, 323, 6137, 26139, 304, 1202]"," sleep, “Twinkle, twinkle, twinkle, twinkle—” and went on so long that they had to pinch it to make it stop.

“Brilliant!” cried the Hatter, clapping his hands together. “To","[6212, 11, 1054, 23662, 36244, 11, 4483, 36244, 11, 4483, 36244, 11, 4483, 36244, 2345, 863, 323, 4024, 389, 779, 1317, 430, 814, 1047, 311, 50346, 433, 311, 1304, 433, 3009, 382, 2118, 6971, 484, 5485, 18319, 39169, 279, 473, 1683, 11, 1206, 3713, 813, 6206, 3871, 13, 1054, 1271]"," sleep
“_Twinkle, twinkle, twinkle, twinkle_—” and went on so long that they
had to pinch it to make it stop.

“Well, I’d hardly finished the first verse,” said the Hatter,","[6212, 198, 2118, 62, 23662, 36244, 11, 4483, 36244, 11, 4483, 36244, 11, 4483, 36244, 62, 2345, 863, 323, 4024, 389, 779, 1317, 430, 814, 198, 32345, 311, 50346, 433, 311, 1304, 433, 3009, 382, 88925, 11, 358, 7070, 20781, 8220, 279, 1176, 33487, 2476, 1071, 279, 473, 1683, 11]",3,False
" sleep
“_Twinkle, twinkle, twinkle, twinkle_—” and went on so long that they
had to pinch it to make it stop.

“Well, I’d hardly finished the first verse,” said the Hatter,","[6212, 198, 2118, 62, 23662, 36244, 11, 4483, 36244, 11, 4483, 36244, 11, 4483, 36244, 62, 2345, 863, 323, 4024, 389, 779, 1317, 430, 814, 198, 32345, 311, 50346, 433, 311, 1304, 433, 3009, 382, 88925, 11, 358, 7070, 20781, 8220, 279, 1176, 33487, 2476, 1071, 279, 473, 1683, 11]"," “when the
Queen jumped up and bawled out ‘He’s murdering the time! He’s murdering
the time!’ They all crowded round it, like so many hot house tomatoes,
and I, as the only voice remaining, was obliged","[1054, 9493, 279, 198, 53106, 27096, 709, 323, 293, 675, 839, 704, 3451, 1548, 753, 81027, 279, 892, 0, 1283, 753, 81027, 198, 1820, 892, 72434, 2435, 682, 39313, 4883, 433, 11, 1093, 779, 1690, 4106, 3838, 41613, 345, 438, 358, 11, 439, 279, 1193, 7899, 9861, 11, 574, 54117]"," “when the
Queen jumped up and bawled out, ‘He’s murdering the time! Off with his
head!’”

“How dreadfully savage!” exclaimed Alice.

“And ever since that,” the Hatter went on in a mournful tone","[1054, 9493, 279, 198, 53106, 27096, 709, 323, 293, 675, 839, 704, 11, 3451, 1548, 753, 81027, 279, 892, 0, 4206, 449, 813, 198, 2025, 72434, 7663, 98476, 36075, 3725, 73135, 18319, 80608, 30505, 382, 68932, 3596, 2533, 430, 2476, 279, 473, 1683, 4024, 389, 304, 264, 60234, 1285, 16630]",13,False
" “when the
Queen jumped up and bawled out, ‘He’s murdering the time! Off with his
head!’”

“How dreadfully savage!” exclaimed Alice.

“And ever since that,” the Hatter went on in a mournful tone","[1054, 9493, 279, 198, 53106, 27096, 709, 323, 293, 675, 839, 704, 11, 3451, 1548, 753, 81027, 279, 892, 0, 4206, 449, 813, 198, 2025, 72434, 7663, 98476, 36075, 3725, 73135, 18319, 80608, 30505, 382, 68932, 3596, 2533, 430, 2476, 279, 473, 1683, 4024, 389, 304, 264, 60234, 1285, 16630]",", “he has
been peeking out of the window every day, as if he were waiting for
something; ‘but it hasn’t come yet,’ said Alice, ‘however, I don’t
suppose _you_ saw that,’","[11, 1054, 383, 706, 198, 82850, 33692, 287, 704, 315, 279, 3321, 1475, 1938, 11, 439, 422, 568, 1051, 8748, 369, 198, 34431, 26, 3451, 8248, 433, 12775, 1431, 2586, 3686, 23189, 1071, 30505, 11, 3451, 98936, 11, 358, 1541, 1431, 198, 13066, 2972, 721, 9514, 62, 5602, 430, 23189]",", “he won’t
do a thing I ask! It’s always six o’clock now.”

A bright idea came into Alice’s head. “Is that the reason so many
tea-things are put out here?” she asked.

“Yes","[11, 1054, 383, 2834, 1431, 198, 3055, 264, 3245, 358, 2610, 0, 1102, 753, 2744, 4848, 297, 529, 21321, 1457, 2950, 32, 10107, 4623, 3782, 1139, 30505, 753, 2010, 13, 1054, 3957, 430, 279, 2944, 779, 1690, 198, 82694, 7716, 826, 527, 2231, 704, 1618, 12671, 1364, 4691, 382, 86508]",3,False
